영업상태명,영업상태코드,상세영업상태명,폐업일자,지번주소,도로명주소,사업장명,업태구분명,좌표정보(X),좌표정보(Y)
폐업,3,폐업,2014-08-11,서울특별시 용산구 청파동1가 154-48번지 (지상1층) ,,막회,일식,197328.97409437,449601.740623792
폐업,3,폐업,2006-05-01,서울특별시 용산구 이태원동 20-70번지 ,,보그,분식,199619.370797073,447599.46876874
폐업,3,폐업,2009-11-04,서울특별시 용산구 한남동 108번지 (지상1층) ,,환타지,분식,200501.430294213,447676.633614417
폐업,3,폐업,2006-10-02,서울특별시 용산구 이태원동 455-35번지 ,,정다운집,한식,198903.477017753,448035.653767931
폐업,3,폐업,2009-06-10,서울특별시 용산구 이태원동 228-6번지 4층 ,,백운산,한식,199303.388556154,448682.619580638
폐업,3,폐업,2010-08-05,서울특별시 용산구 이태원동 226-6번지 (지상1층) ,,옛날옛적에,기타,199149.672984198,448624.093856995
폐업,3,폐업,2001-03-21,서울특별시 용산구 이태원동 20-44번지 ,,삼우정,한식,199626.886116103,447654.110265306
폐업,3,폐업,2004-07-26,서울특별시 용산구 후암동 440-3번지 ,,엉클조 쏘세지 하우스,한식,197894.778084263,450286.425859673
폐업,3,폐업,2005-08-05,서울특별시 용산구 청파동3가 130-16번지 ,,터줏골,분식,197214.959136795,448867.862943522
폐업,3,폐업,2006-02-14,서울특별시 용산구 후암동 254-91번지 ,,블랙로즈,분식,198030.382412803,449346.920370645
폐업,3,폐업,2010-06-22,서울특별시 용산구 한남동 261-6번지 서울빌딩205(지상1층) ,,스카이,한식,200648.866223783,447953.839063087
폐업,3,폐업,2004-11-12,서울특별시 용산구 후암동 165-0번지 ,,우리식당,한식,197767.100757659,449397.224878241
폐업,3,폐업,2003-10-20,서울특별시 용산구 청파동3가 114-1번지 ,,정성본,분식,197005.109750658,449128.501052976
폐업,3,폐업,2009-11-04,서울특별시 용산구 한남동 633-3번지 (지상3층) ,,후크,기타,200455.14401596,447866.831310941
폐업,3,폐업,2003-07-21,서울특별시 용산구 이태원동 126-15번지 ,,하드레인,경양식,199562.755451973,447997.661774591
폐업,3,폐업,2011-05-23,서울특별시 용산구 한남동 632-8번지 (지상1층) ,,피자리자,패스트푸드,200431.921438173,447839.156308999
폐업,3,폐업,2001-08-14,서울특별시 용산구 청파동1가 154-10번지 ,,일번지,한식,197302.040185818,449629.805991633
영업/정상,1,영업,,서울특별시 용산구 후암동 244-80번지 (지상1층) ,,비어호프치킨,한식,,
폐업,3,폐업,2005-01-03,서울특별시 용산구 한남동 95-15번지 ,,선호식당,한식,200615.632057108,447761.467454289
폐업,3,폐업,2002-10-04,서울특별시 용산구 이태원동 704-705번지 ,,신주막,한식,,
폐업,3,폐업,2009-07-01,서울특별시 용산구 한남동 618-6번지 ,,부원분식,분식,200420.794565382,447700.214949324
폐업,3,폐업,2004-07-06,서울특별시 용산구 후암동 66-0번지 ,,오소리순대,한식,197897.547026523,449813.480681199
폐업,3,폐업,2003-08-08,서울특별시 용산구 후암동 30-66번지 ,,남산쉼터,한식,198315.972135324,450162.99778655
폐업,3,폐업,2003-06-03,서울특별시 용산구 이태원동 112-4번지 ,,코리아가든,한식,199451.723308989,448100.047224767
폐업,3,폐업,2005-02-22,서울특별시 용산구 한남동 31-8번지 ,,윈윈,분식,200790.820478807,448074.617236116
폐업,3,폐업,2001-09-12,서울특별시 용산구 한남동 737-37번지 ,,하하호호,한식,199678.685128404,448086.564575334
폐업,3,폐업,2003-03-27,서울특별시 용산구 청파동1가 205-2번지 ,,맛자랑,분식,196710.357559596,449598.737177018
폐업,3,폐업,2004-06-21,서울특별시 용산구 후암동 194-6번지 ,,클레오호프,분식,198000.329004845,449341.046943964
폐업,3,폐업,2013-11-25,서울특별시 용산구 이태원동 137-8번지 외2필지 지하1층 ,,써킷,호프/통닭,199554.378391394,447915.516566108
폐업,3,폐업,2002-10-31,서울특별시 용산구 한남동 106-2번지 ,,왕십리곱창전문,한식,200580.663401657,447655.891218551
폐업,3,폐업,2010-02-24,서울특별시 용산구 후암동 30-102번지 (지상1층) ,,돈키우테,한식,198159.434154934,449933.567139733
폐업,3,폐업,2010-11-25,서울특별시 용산구 청파동2가 55-7번지 (지상1층) ,,코바코,분식,196902.782851849,449189.836206136
폐업,3,폐업,2002-03-19,서울특별시 용산구 한남동 683-142번지 ,,곱창생각,한식,199942.346001229,448205.77922017
폐업,3,폐업,2010-04-13,서울특별시 용산구 한남동 732-186번지 (지상1층) ,,술친구를 소개합니다.,분식,199741.853489197,447841.880473634
폐업,3,폐업,2010-11-12,서울특별시 용산구 이태원동 210-1번지 3층 ,,프렌드,한식,199247.709841262,448656.47242383
폐업,3,폐업,2004-05-03,서울특별시 용산구 한남동 274-1번지 세일빌딩 1층 ,,오푸스,경양식,200757.113163707,448018.925089164
폐업,3,폐업,2009-12-07,서울특별시 용산구 한남동 683-130번지 외1필지(683-138호) ,,양지,한식,200034.203421276,448331.696639777
폐업,3,폐업,2003-11-19,서울특별시 용산구 이태원동 124-7번지 ,,오렌지클럽,분식,199598.568893577,448066.020645324
폐업,3,폐업,2002-09-16,서울특별시 용산구 이태원동 36-26번지 ,,노란집분식,한식,199181.09519183,447585.670972595
폐업,3,폐업,2001-08-20,서울특별시 용산구 한남동 683-134번지 ,,일구칠이,한식,199926.386564649,448189.178662807
폐업,3,폐업,2010-07-01,서울특별시 용산구 청파동3가 111-9번지 캠퍼스프라자 2층 ,,베리웰,분식,197059.739243751,449146.256652348
폐업,3,폐업,2002-01-17,서울특별시 용산구 한남동 683-131번지 ,,독도,일식,200005.12811118,448285.876993932
폐업,3,폐업,2004-12-15,서울특별시 용산구 이태원동 130-34번지 ,,신라호프,분식,199399.509258448,447940.397728703
폐업,3,폐업,2008-04-29,서울특별시 용산구 후암동 339-4번지 (지상1층) ,,칭찬가든,한식,198349.501059176,449760.779873134
폐업,3,폐업,2000-07-10,서울특별시 용산구 이태원동 132-2번지 ,,썬,정종/대포집/소주방,199526.224991611,447941.890243562
폐업,3,폐업,2006-04-13,서울특별시 용산구 한남동 737-61번지 ,,비티비(이태원점),한식,199716.152637635,448084.378199504
폐업,3,폐업,2002-07-31,서울특별시 용산구 후암동 105-66번지 ,,청정회마을,일식,197920.615072534,449713.199413233
폐업,3,폐업,2004-11-29,서울특별시 용산구 한남동 29-6번지 ,,우미정,한식,200779.182,448049.195666666
폐업,3,폐업,2005-01-25,서울특별시 용산구 한남동 115-1번지 ,,하늘꽃 향기,분식,200624.747166374,447634.257645514
폐업,3,폐업,2002-11-28,서울특별시 용산구 후암동 444-14번지 1층 ,,제일삼계탕,한식,197875.474318938,450247.525547198
폐업,3,폐업,2007-09-18,서울특별시 용산구 한남동 737-23번지 (지하1층) ,,오라라,경양식,199785.378293266,448149.82760391
폐업,3,폐업,2008-11-04,서울특별시 용산구 한남동 737-4번지 (지상1층) ,,천상,경양식,199826.53279484,448157.316168152
폐업,3,폐업,2006-06-15,서울특별시 용산구 후암동 115-4번지 ,,땡기는 날,분식,197801.129220105,449722.023318274
폐업,3,폐업,2002-08-23,서울특별시 용산구 이태원동 72-5번지 ,,투태원,한식,199241.489984679,447970.265004069
폐업,3,폐업,2012-09-26,서울특별시 용산구 한남동 744-29번지 (지상1층) ,,대성식당,한식,199904.303605091,448312.25064609
폐업,3,폐업,2008-04-16,서울특별시 용산구 한남동 653-59번지 (지상1층) ,,민가네가마솥곰탕,한식,,
폐업,3,폐업,2009-11-04,서울특별시 용산구 청파동2가 84-2번지 (지하1층) ,,오즈,한식,197193.159285047,449180.150973697
폐업,3,폐업,2002-08-12,서울특별시 용산구 청파동2가 80-5번지 ,,짱구분식,한식,197224.682010738,449163.87485482
폐업,3,폐업,2002-09-06,서울특별시 용산구 한남동 257-8번지 ,,한옥집,한식,200686.309380743,447898.462837307
폐업,3,폐업,2002-09-23,서울특별시 용산구 청파동3가 132-22번지 ,,효창갈매기집,한식,196601.101895275,448873.332480629
영업/정상,1,영업,,서울특별시 용산구 이태원동 138-7번지 (지상4층) ,서울특별시 용산구 우사단로10가길 9 (이태원동),1호아프리카 국제레스토랑,경양식,199652.448550875,447931.110690565
폐업,3,폐업,2007-11-30,서울특별시 용산구 한남동 736-9번지 (지상1.2층) ,,코리아,한식,199745.544408959,448038.698938206
폐업,3,폐업,2002-12-04,서울특별시 용산구 이태원동 193-1번지 ,,거북분식,한식,199094.150577856,448281.204308438
폐업,3,폐업,2004-02-20,서울특별시 용산구 이태원동 648번지 (지상1층) ,,약속분식,한식,198831.160974223,448494.13473631
폐업,3,폐업,2013-05-20,서울특별시 용산구 이태원동 15-16번지 (지상1층) ,,숙이네분식,기타,199597.389961284,447735.589758831
영업/정상,1,영업,,서울특별시 용산구 후암동 244-86번지 ,서울특별시 용산구 후암로28길 10 (후암동),또래오래,기타,197971.521923251,449728.611418133
폐업,3,폐업,2005-04-06,서울특별시 용산구 청파동1가 205-2번지 ,,바리양념통닭,기타,196710.357559596,449598.737177018
폐업,3,폐업,2014-03-12,서울특별시 용산구 청파동3가 81-1번지 ,서울특별시 용산구 원효로97길 6 (청파동3가),청파분식,분식,197290.514367232,448834.252035668
폐업,3,폐업,2013-06-11,서울특별시 용산구 한남동 657-97번지 (지상1.2층) ,,은행나무집,한식,200459.675982213,447972.762688004
폐업,3,폐업,2007-06-05,서울특별시 용산구 한남동 737-24번지 (지상2층) ,,주식회사 타이수끼,기타,199801.957229828,448135.575999176
폐업,3,폐업,2010-08-27,서울특별시 용산구 후암동 262-13번지 ,,옛날기사짜장,기타,198248.51899102,449397.228834635
폐업,3,폐업,2011-01-07,서울특별시 용산구 후암동 243-1번지 (지상2층) ,,모드니,경양식,197943.042824558,449607.451120695
폐업,3,폐업,2013-06-11,서울특별시 용산구 한남동 657-88번지 (지상2층) ,,횡성한우,한식,200455.044966671,447920.468641129
폐업,3,폐업,2003-03-25,서울특별시 용산구 이태원동 212-24번지 ,,진미분식,기타,199195.27292662,448582.522822768
폐업,3,폐업,2003-02-25,서울특별시 용산구 이태원동 257-1번지 ,,참나무골바베큐치킨,통닭(치킨),199332.643032172,448755.563131735
폐업,3,폐업,2009-10-26,서울특별시 용산구 효창동 70-11번지 (지상1층) ,,꼬꼬테리아,기타,196561.891893717,448563.455747747
폐업,3,폐업,2003-03-05,서울특별시 용산구 한남동 631-5번지 ,,맨하탄,한식,200431.145594386,447763.414163072
폐업,3,폐업,2004-04-22,서울특별시 용산구 이태원동 20-14번지 ,,풍미감자탕,한식,199604.344124703,447704.099200368
폐업,3,폐업,2007-07-02,서울특별시 용산구 이태원동 140-7번지 (지상1층) ,,쿠시동분식,분식,199643.293956808,447868.719117626
폐업,3,폐업,2007-12-04,서울특별시 용산구 한남동 685-13번지 (지상1층) ,,이모식당,분식,199980.400776504,448080.877573896
영업/정상,1,영업,,서울특별시 용산구 한남동 683-136번지 ,서울특별시 용산구 이태원로 260 (한남동),재팬,정종/대포집/소주방,200062.786736031,448382.408601901
폐업,3,폐업,2007-10-08,서울특별시 용산구 청파동2가 104-5번지 (지상2층) ,,삼형제왕족발보쌈,한식,197279.681875314,449337.67990583
폐업,3,폐업,2004-01-13,서울특별시 용산구 청파동3가 55-3번지 ,,맛플러스,분식,197326.397884859,449060.4106158
폐업,3,폐업,2003-12-31,서울특별시 용산구 후암동 445-7번지 ,,풍경,분식,197870.578033045,450188.082192466
폐업,3,폐업,2001-10-23,서울특별시 용산구 후암동 255-8번지 ,,송이식당,한식,198044.589410171,449367.497285178
폐업,3,폐업,2001-10-15,서울특별시 용산구 청파동3가 107-1번지 ,,작은공간,분식,197124.520411125,449133.962649623
폐업,3,폐업,2008-10-01,서울특별시 용산구 이태원동 20-70번지 (지하1층) ,,장어골 해물촌,분식,199619.370797073,447599.46876874
폐업,3,폐업,2002-03-14,서울특별시 용산구 이태원동 249-15번지 ,,남산분식,분식,199201.922966975,448731.821717236
폐업,3,폐업,2002-11-20,서울특별시 용산구 한남동 103-6번지 ,,오동도,분식,,
폐업,3,폐업,2002-03-08,서울특별시 용산구 이태원동 136-30번지 ,,스위트하트,경양식,199659.872602367,447968.647552695
폐업,3,폐업,2013-05-20,서울특별시 용산구 이태원동 59-6번지 (지상2층) ,,철이네,한식,199115.790924615,447946.738255316
영업/정상,1,영업,,서울특별시 용산구 이태원동 127-25번지 ,,까치네,분식,,
폐업,3,폐업,2020-07-13,서울특별시 용산구 청파동1가 180-24 (지상1층) ,서울특별시 용산구 청파로 311 (청파동1가),청파식당,한식,197332.373328108,449484.73780639
폐업,3,폐업,2007-09-12,서울특별시 용산구 한남동 68-25번지 (지하1층) ,,김밥나라,한식,200696.378685418,448097.104873646
영업/정상,1,영업,,서울특별시 용산구 이태원동 127-25번지 (지상1층) ,,커피플러스,경양식,,
폐업,3,폐업,2002-09-13,서울특별시 용산구 이태원동 34-50번지 ,,알사바,경양식,198984.586137708,447890.057878754
폐업,3,폐업,2002-10-18,서울특별시 용산구 한남동 568-241번지 ,,현대식당,한식,200411.691862608,447342.925341418
폐업,3,폐업,2002-05-16,서울특별시 용산구 한남동 657-143번지 ,,수향,분식,200406.271694529,448015.18291239
폐업,3,폐업,2006-11-02,서울특별시 용산구 한남동 68-29번지 ,,비어뱅크,분식,200740.35198837,448080.803370231
폐업,3,폐업,2010-05-18,서울특별시 용산구 한남동 633-3번지 (지상1층) ,,육회천하,분식,200455.14401596,447866.831310941
폐업,3,폐업,2002-04-15,서울특별시 용산구 이태원동 11-24번지 ,,발렌타인,분식,199465.38312824,447813.137846398
폐업,3,폐업,2008-09-22,서울특별시 용산구 후암동 264-6번지 (지상1층) ,,목포아구탕,한식,198244.561201457,449414.741018201
폐업,3,폐업,2007-05-01,서울특별시 용산구 한남동 64-4번지 (지상1층) ,,인디고,분식,200643.060260082,448099.268334969
폐업,3,폐업,2008-01-21,서울특별시 용산구 이태원동 136-24번지 (지상1층) ,,업타운,한식,199638.76777182,447987.373579072
폐업,3,폐업,2001-11-17,서울특별시 용산구 한남동 765-24번지 ,,긴쟈,분식,200045.748682957,447701.824455009
폐업,3,폐업,2010-07-15,서울특별시 용산구 한남동 739-6번지 (지상1층) ,,스시&마구로,일식,200010.221274642,448392.192147345
폐업,3,폐업,2005-09-30,서울특별시 용산구 이태원동 273-13번지 ,,마포갈비,한식,198895.24887927,448551.322742561
폐업,3,폐업,2017-02-20,서울특별시 용산구 이태원동 126-30번지 (지상1층) ,서울특별시 용산구 우사단로14길 21 (이태원동),이브,분식,199650.500239024,448011.48537122
폐업,3,폐업,2009-03-26,서울특별시 용산구 청파동1가 154-6번지 (지상1층) ,,일정식당,한식,197298.296130359,449643.12513189
폐업,3,폐업,2012-10-12,서울특별시 용산구 청파동3가 132-164번지 (지하1층) ,,한강,경양식,196612.878689363,448969.013728194
폐업,3,폐업,2004-06-11,서울특별시 용산구 한남동 683-124번지 ,,고향,분식,199871.494659971,448141.098078411
폐업,3,폐업,2012-05-18,서울특별시 용산구 한남동 741-18번지 (지하1층) ,,황토림,한식,199930.099396066,448354.521722074
폐업,3,폐업,2002-07-05,서울특별시 용산구 한남동 522-1번지 ,,리버치킨호프,분식,200614.319913696,447561.558961093
폐업,3,폐업,2002-06-03,서울특별시 용산구 이태원동 260-18번지 ,,체스,분식,199146.176467253,448932.642018853
폐업,3,폐업,2009-05-20,서울특별시 용산구 청파동2가 63-5번지 (지상2층) ,,딜라이트,분식,196993.838133124,449201.432096601
폐업,3,폐업,2004-11-05,서울특별시 용산구 청파동3가 24-64번지 ,,까불리에 탄 돼지,한식,197183.710196038,449124.317655922
폐업,3,폐업,2002-02-02,서울특별시 용산구 한남동 732-20번지 ,,드림포장마차,한식,199690.208158387,447982.926141057
폐업,3,폐업,2004-10-20,서울특별시 용산구 한남동 107-10번지 ,,두배,한식,200581.026842911,447647.256933014
폐업,3,폐업,2024-05-02,서울특별시 용산구 한남동 618-2 ,서울특별시 용산구 대사관로34길 34 (한남동),비에이치씨치킨,패스트푸드,200411.562592811,447720.778006123
폐업,3,폐업,2011-10-04,서울특별시 용산구 한남동 76-6번지 (지상2층) ,,한국피자헛한남점,패스트푸드,200529.688939032,447934.663589911
폐업,3,폐업,2001-11-14,서울특별시 용산구 한남동 522-1번지 한남아파트121호 ,,꼬꼬구이,호프/통닭,200614.319913696,447561.558961093
폐업,3,폐업,2007-03-27,서울특별시 용산구 후암동 243-1번지 (지상1층) ,,밀향기칼국시,한식,197943.042824558,449607.451120695
폐업,3,폐업,2023-09-21,서울특별시 용산구 한남동 642-3 ,서울특별시 용산구 대사관로24가길 5 (한남동),꺼꾸리네,한식,200327.423536168,447840.75619817
폐업,3,폐업,2003-11-18,서울특별시 용산구 한남동 657-96번지 ,,세이,기타,200461.080412482,447986.948394684
폐업,3,폐업,2005-06-24,서울특별시 용산구 한남동 795-2번지 ,,라이더스 델리,한식,200167.678243408,448907.406473211
폐업,3,폐업,2002-06-21,서울특별시 용산구 후암동 115-4번지 ,,실내포장마차,정종/대포집/소주방,197801.129220105,449722.023318274
폐업,3,폐업,2002-07-31,서울특별시 용산구 후암동 105-66번지 ,,청정회마을,한식,197920.615072534,449713.199413233
폐업,3,폐업,2001-10-22,서울특별시 용산구 한남동 621-3번지 ,,평화식당,한식,200466.457005288,447721.348729326
폐업,3,폐업,2006-04-26,서울특별시 용산구 청파동3가 24-6번지 ,,묵찌바,한식,197316.830472066,449114.837930925
폐업,3,폐업,2009-05-20,서울특별시 용산구 청파동3가 109-7번지 (지상2층) ,,플레이(play),경양식,197098.572930746,449144.530458192
폐업,3,폐업,2009-04-30,서울특별시 용산구 한남동 686-21번지 (지상1층) ,,광주식당,한식,199884.365747644,447909.637164664
폐업,3,폐업,2011-06-27,서울특별시 용산구 후암동 103-17번지 (지상2층) ,,연정,호프/통닭,197824.182883281,449747.973114335
폐업,3,폐업,2008-06-16,서울특별시 용산구 청파동2가 78-2번지 (지상1층) ,,Ms.Waffle & Mr.Gelato,분식,197209.573715079,449157.609008661
폐업,3,폐업,2007-03-27,서울특별시 용산구 후암동 243-1 ,,명동칼국수,분식,197943.042824558,449607.451120695
폐업,3,폐업,2004-11-05,서울특별시 용산구 청파동3가 24-64번지 ,,까불리에탄돼지,경양식,197183.710196038,449124.317655922
폐업,3,폐업,2002-09-06,서울특별시 용산구 한남동 737-24번지 ,,한스비빔밥이태원점,한식,199801.957229828,448135.575999176
폐업,3,폐업,2004-09-21,서울특별시 용산구 이태원동 132-1번지 ,,켈리,경양식,199526.695641059,447959.162554589
폐업,3,폐업,2013-06-11,서울특별시 용산구 청파동2가 53번지 (지하1층) ,,딤섬,경양식,196874.457628785,449227.875133061
폐업,3,폐업,2005-04-19,서울특별시 용산구 이태원동 36-24번지 ,,필름,한식,199192.137627978,447621.574176456
폐업,3,폐업,2009-11-04,서울특별시 용산구 한남동 621-1번지 (지하1층) ,,오빠(O Bar),호프/통닭,200456.643966608,447739.382008548
폐업,3,폐업,2013-06-11,서울특별시 용산구 한남동 522-1번지 102호 ,,아란치오,한식,200614.319913696,447561.558961093
폐업,3,폐업,2010-01-28,서울특별시 용산구 한남동 273-2번지 ,,(주)뉴욕스테이크하우스,경양식,200768.292367139,447972.264446844
폐업,3,폐업,2005-02-19,서울특별시 용산구 이태원동 457-3번지 ,,샨크란티,한식,198891.022685033,448019.04490268
폐업,3,폐업,2004-11-20,서울특별시 용산구 이태원동 225-1번지 ,,송가네,한식,198983.120016119,448589.603461658
폐업,3,폐업,2002-01-29,서울특별시 용산구 한남동 763-20번지 ,,옛날 순대국,한식,199785.663048455,447815.337060172
폐업,3,폐업,2001-11-12,서울특별시 용산구 한남동 604번지 ,,고향집,한식,200483.772510759,447564.413544716
폐업,3,폐업,2008-08-01,서울특별시 용산구 후암동 105-97번지 (지상1층) ,,버들골,호프/통닭,197930.078474317,449691.930666512
폐업,3,폐업,2008-03-19,서울특별시 용산구 한남동 618-5번지 ,,신촌불닭,한식,200416.041600356,447710.880421787
영업/정상,1,영업,,서울특별시 용산구 이태원동 127-2번지 ,서울특별시 용산구 이태원로 192 (이태원동),미스터케밥,경양식,199520.280404591,448012.047528971
폐업,3,폐업,2001-12-14,서울특별시 용산구 이태원동 136-45번지 ,,럭키,호프/통닭,199557.034319245,447959.847009033
폐업,3,폐업,2004-08-05,서울특별시 용산구 후암동 60-39번지 ,,도니도니,한식,197938.154719008,449791.108070433
폐업,3,폐업,2004-08-11,서울특별시 용산구 한남동 644-10번지 (지상2층) ,,서울설렁탕,한식,200299.87733922,447889.831561119
폐업,3,폐업,2005-12-15,서울특별시 용산구 한남동 산 632-1번지 ,,새날식당,한식,,
폐업,3,폐업,2014-05-07,서울특별시 용산구 이태원동 132-3번지 ,서울특별시 용산구 보광로60길 14-9 (이태원동),마하라자,한식,199504.752234,447930.204951445
폐업,3,폐업,2005-01-04,서울특별시 용산구 한남동 641-3번지 ,,몽,한식,200414.524000972,447873.478175475
폐업,3,폐업,2016-01-05,서울특별시 용산구 한남동 757-22번지 ,서울특별시 용산구 대사관로6가길 38 (한남동),미로분식,한식,199922.056956546,447769.196514463
폐업,3,폐업,2021-07-29,서울특별시 용산구 한남동 263-10 ,서울특별시 용산구 독서당로 73 (한남동),굿모닝베트남,경양식,200693.652523916,447995.83193563
폐업,3,폐업,2011-05-03,서울특별시 용산구 한남동 657-176번지 (지하1층) ,,후시조(不死鳥),한식,200469.550120301,448031.829885129
폐업,3,폐업,2005-09-27,서울특별시 용산구 한남동 30-1번지 ,,참참참,한식,200738.283742027,448058.999084554
폐업,3,폐업,2011-02-01,서울특별시 용산구 이태원동 34-77번지 ,,손맛집,한식,199088.069285499,447919.823065907
폐업,3,폐업,2009-02-02,서울특별시 용산구 한남동 180번지 (지상1층) ,,끼니 앤드 새참,한식,200636.292669587,447761.960270496
폐업,3,폐업,2002-08-29,서울특별시 용산구 청파동3가 24-24번지 ,,다래,경양식,197240.442385697,449136.673546798
폐업,3,폐업,2005-11-29,서울특별시 용산구 한남동 94-4번지 ,,귀례감자탕,한식,,
폐업,3,폐업,2009-10-06,서울특별시 용산구 청파동2가 71-144번지 (지상2층) ,,캐롯오렌지,호프/통닭,197103.435942691,449172.928544343
폐업,3,폐업,2001-12-27,서울특별시 용산구 한남동 736-5번지 ,,갯마을,한식,199873.113160146,448027.009797557
폐업,3,폐업,2005-12-01,서울특별시 용산구 이태원동 130-34번지 ,,장수분식,분식,199399.509258448,447940.397728703
폐업,3,폐업,2005-03-25,서울특별시 용산구 한남동 578-1번지 ,,메카커피호프,한식,200387.741350592,447632.559570538
폐업,3,폐업,2009-11-04,서울특별시 용산구 이태원동 34-41번지 ,,싸리집,한식,198984.408225887,447917.551684009
폐업,3,폐업,2005-06-02,서울특별시 용산구 이태원동 34-74번지 ,,한국식당,한식,199074.930557118,447935.846079077
폐업,3,폐업,2003-05-29,서울특별시 용산구 이태원동 673번지 ,,남산손국수,한식,198791.226927312,448430.809862248
폐업,3,폐업,2005-08-17,서울특별시 용산구 이태원동 118-18번지 ,,얼큰이,한식,199220.433040362,448083.307267977
폐업,3,폐업,2006-04-26,서울특별시 용산구 이태원동 625번지 ,,김밥나라,분식,198879.736224419,448540.161622773
폐업,3,폐업,2006-09-27,서울특별시 용산구 한남동 683-133번지 ,,뉴욕호프레스토랑,한식,199956.90188004,448222.554860994
폐업,3,폐업,2002-08-29,서울특별시 용산구 한남동 683-60번지 ,,미야시,분식,199942.544136755,448169.843862205
폐업,3,폐업,2003-10-13,서울특별시 용산구 한남동 683-137번지 ,,나리타,한식,200051.482987952,448360.483775726
폐업,3,폐업,2013-05-20,서울특별시 용산구 이태원동 225-60번지 (지하1층) ,,하루,호프/통닭,199021.459872304,448569.804015725
폐업,3,폐업,2008-02-19,서울특별시 용산구 이태원동 225-159번지 (1층) ,,아몽니보,경양식,199130.510478252,448589.446811706
폐업,3,폐업,2003-01-07,서울특별시 용산구 이태원동 36-18번지 ,,엄마손식당,한식,199218.006960189,447693.259192926
폐업,3,폐업,2004-11-15,서울특별시 용산구 청파동3가 132-59번지 ,,물먹는하마,경양식,196643.980152421,449043.686019674
폐업,3,폐업,2011-03-28,서울특별시 용산구 한남동 682-10번지 (지상1층) ,,옛고을,기타,200107.103295149,448409.437140226
폐업,3,폐업,2008-02-04,서울특별시 용산구 이태원동 119-18번지 (지상2층) ,,아프리칸가리비안(African Carribbean),기타,199281.891742925,448046.825938436
폐업,3,폐업,2003-10-02,서울특별시 용산구 청파동3가 84-4번지 ,,동문회집,일식,197327.557177944,448905.518929602
폐업,3,폐업,2006-01-20,서울특별시 용산구 한남동 107-8번지 (지상1층) ,,현대식당,한식,,
폐업,3,폐업,2006-07-24,서울특별시 용산구 한남동 639-13번지 (지상1층) ,,수염난골뱅이,분식,200346.116197926,447870.711806968
폐업,3,폐업,2004-02-26,서울특별시 용산구 효창동 70-2번지 (지상1층) ,,실비집,기타,,
폐업,3,폐업,2011-04-18,서울특별시 용산구 한남동 763-14번지 (지상1층) ,,피노키오,기타,199775.739119576,447841.456462013
폐업,3,폐업,2007-06-15,서울특별시 용산구 이태원동 267-3번지 (지상1층) ,,정가네,한식,198926.087084364,448545.982559837
폐업,3,폐업,2007-11-02,서울특별시 용산구 이태원동 641번지 (지상1층) ,,포장마차식당,정종/대포집/소주방,198873.265071631,448519.045988799
폐업,3,폐업,2002-02-04,서울특별시 용산구 한남동 107-4번지 ,,인성참치,한식,200550.758573376,447653.024718723
폐업,3,폐업,2011-10-07,서울특별시 용산구 한남동 738-16번지 ,,자연은 우리 시골밥상,한식,199872.298893595,448217.021355228
폐업,3,폐업,2003-11-06,서울특별시 용산구 이태원동 112-2번지 ,,러브,경양식,199478.775740576,448102.062770778
폐업,3,폐업,2005-04-04,서울특별시 용산구 청파동1가 154-4번지 ,,석화2,기타,197305.163214923,449653.403436806
폐업,3,폐업,2004-08-31,서울특별시 용산구 청파동3가 111-9번지 ,,소마 1095,분식,197059.739243751,449146.256652348
폐업,3,폐업,2012-04-12,서울특별시 용산구 이태원동 534번지 (지상2층) ,,이탈로니아이태원점,경양식,198813.164235318,448200.24615366
폐업,3,폐업,2002-07-11,서울특별시 용산구 후암동 255-8번지 ,,송이식당,한식,198044.589410171,449367.497285178
폐업,3,폐업,2004-07-26,서울특별시 용산구 이태원동 130-3번지 ,,만득이네,한식,199375.16716008,447957.980029766
폐업,3,폐업,2005-01-27,서울특별시 용산구 한남동 633-3번지 ,,이오스,호프/통닭,200455.14401596,447866.831310941
영업/정상,1,영업,,서울특별시 용산구 청파동1가 141-2번지 (지상2층) ,,갑돌네,한식,197248.68790889,449698.992716897
폐업,3,폐업,2003-11-08,서울특별시 용산구 한남동 107-4번지 ,,영양센타,일식,200550.758573376,447653.024718723
폐업,3,폐업,2003-12-08,서울특별시 용산구 이태원동 18-48번지 ,,해피호프,한식,199510.605572829,447706.84158259
폐업,3,폐업,2015-02-05,서울특별시 용산구 효창동 5-37번지 ,서울특별시 용산구 효창원로70길 5 (효창동),제주회집,일식,196613.551889317,448827.900910997
폐업,3,폐업,2010-07-22,서울특별시 용산구 후암동 261-2번지 (지상1층) ,,선유치킨,호프/통닭,198243.205866923,449380.233880022
폐업,3,폐업,2015-11-30,서울특별시 용산구 이태원동 116-6번지 ,서울특별시 용산구 이태원로23길 16-5 (이태원동),객코스가든,경양식,199312.760366181,448106.565396962
폐업,3,폐업,2002-02-25,서울특별시 용산구 청파동1가 154-25번지 ,,에스더,호프/통닭,197332.814097385,449610.006302097
폐업,3,폐업,2008-02-01,서울특별시 용산구 한남동 763-20번지 ,,뽀식이네,한식,199785.663048455,447815.337060172
폐업,3,폐업,2008-10-16,서울특별시 용산구 이태원동 126-17번지 (지상2층) ,,로즈마리(ROSE MARY),경양식,199642.618603696,448027.489734607
