영업상태명,영업상태코드,상세영업상태명,폐업일자,지번주소,도로명주소,사업장명,업태구분명,좌표정보(X),좌표정보(Y)
폐업,3,폐업,2002-08-30,서울특별시 용산구 이태원동 262-13번지 ,,남태정,한식,199026.712748221,449068.12311772
폐업,3,폐업,2005-02-28,서울특별시 용산구 청파동2가 67-5번지 ,,형제갈비,한식,197035.713987088,449200.299252663
폐업,3,폐업,2001-05-26,서울특별시 용산구 한남동 736-5번지 ,,오지촌,한식,199873.113160146,448027.009797557
폐업,3,폐업,2001-03-08,서울특별시 용산구 이태원동 20-65번지 ,,석청,한식,199603.138540997,447621.548358028
폐업,3,폐업,2004-07-30,서울특별시 용산구 한남동 73-2번지 ,,지리산투,한식,200643.677079582,447967.153687189
폐업,3,폐업,2013-06-04,서울특별시 용산구 한남동 743-34번지 (지상1층) ,,송화원,중국식,199908.123183404,448328.49169863
폐업,3,폐업,2000-03-02,서울특별시 용산구 청파동3가 71-8번지 ,,규동가,한식,,
폐업,3,폐업,2009-06-30,서울특별시 용산구 한남동 657-204번지 (지상1층) ,,동아냉면,한식,200473.961621082,447954.437507766
폐업,3,폐업,2006-04-26,서울특별시 용산구 한남동 657-84번지 ,,꼰지분식,한식,200463.324551786,448012.534305961
폐업,3,폐업,2002-09-26,서울특별시 용산구 이태원동 36-17번지 ,,곰돌식당,한식,,
폐업,3,폐업,2009-04-20,서울특별시 용산구 청파동2가 71-28번지 (지상1층) ,,산에는꽃이피네,한식,197081.899143517,449196.065096496
폐업,3,폐업,2005-04-20,서울특별시 용산구 이태원동 704-0번지 ,,여수식당,한식,,
폐업,3,폐업,2005-04-29,서울특별시 용산구 한남동 68-20번지 ,,태백산맥(2),한식,200709.749866443,448066.525575668
폐업,3,폐업,2013-04-22,서울특별시 용산구 이태원동 172-2번지 (지상1층) ,,버거킹이태원점,패스트푸드,199134.104509862,448041.698469517
폐업,3,폐업,2001-03-08,서울특별시 용산구 이태원동 124-3번지 ,,프로파겐다,한식,199565.573793744,448089.712234447
폐업,3,폐업,2009-06-10,서울특별시 용산구 이태원동 22-76번지 (지상1층) ,,랑데뷰,경양식,199337.628628981,447413.487156381
폐업,3,폐업,2001-02-15,서울특별시 용산구 청파동3가 21-7번지 ,,필드,경양식,197258.034071064,449164.208202403
폐업,3,폐업,2003-05-02,서울특별시 용산구 한남동 68-3번지 ,,앵크,경양식,200666.754469416,448074.580667737
폐업,3,폐업,2007-06-20,서울특별시 용산구 후암동 194-19번지 (지상1층) ,,필,경양식,198006.240342504,449331.317370899
폐업,3,폐업,2000-03-02,서울특별시 용산구 한남동 612-2번지 ,,실내포장마차,경양식,200445.904829677,447625.584231827
폐업,3,폐업,2005-07-04,서울특별시 용산구 청파동2가 56-8번지 ,,웁스,경양식,196904.954231671,449215.021074035
폐업,3,폐업,2001-03-08,서울특별시 용산구 이태원동 225-42번지 ,,프랜드,한식,,
폐업,3,폐업,2009-05-11,서울특별시 용산구 이태원동 305-7번지 외2필지(지상2층) ,,전원,경양식,198878.785602203,448502.183961771
폐업,3,폐업,2001-01-15,서울특별시 용산구 청파동2가 71-19번지 ,,휠,경양식,197117.183983553,449174.869494029
폐업,3,폐업,2003-01-14,서울특별시 용산구 한남동 64-4번지 ,,까르까손느,경양식,200643.060260082,448099.268334969
폐업,3,폐업,2009-06-02,서울특별시 용산구 한남동 64-1번지 (지상1층) ,,라폰테,경양식,200597.940803088,448069.782121815
폐업,3,폐업,2012-02-27,서울특별시 용산구 한남동 729-74번지 (지하1층) ,,로탄다,경양식,200107.777480614,448503.863969602
폐업,3,폐업,2012-07-05,서울특별시 용산구 후암동 265-15번지 (지상2층) ,,칼라,경양식,198266.601666667,449426.677666667
폐업,3,폐업,2000-02-14,서울특별시 용산구 청파동2가 90-6번지 ,,주,경양식,197279.184952374,449212.078404781
폐업,3,폐업,2003-11-27,서울특별시 용산구 한남동 78-10번지 ,,한남동한라참치,경양식,200514.811794271,447903.472221826
폐업,3,폐업,2013-05-20,서울특별시 용산구 이태원동 126-7번지 (지상1층) ,,타이거쎄븐,경양식,199602.998335774,448000.622353627
폐업,3,폐업,2000-02-26,서울특별시 용산구 한남동 737-4번지 ,,엠오씨,경양식,199826.53279484,448157.316168152
폐업,3,폐업,2004-08-13,서울특별시 용산구 청파동2가 63-21번지 ,,거우라기,경양식,196943.407752166,449205.073886476
폐업,3,폐업,2001-08-09,서울특별시 용산구 이태원동 5-12번지 ,,고스트,경양식,199419.719834351,448687.706392835
폐업,3,폐업,2002-12-10,서울특별시 용산구 청파동3가 111-59번지 ,,오렌지,분식,197009.427093224,449143.862044627
폐업,3,폐업,2005-08-30,서울특별시 용산구 청파동2가 63-20번지 ,,쯔나미,분식,196959.491866315,449207.947981973
폐업,3,폐업,2000-02-26,서울특별시 용산구 후암동 251-16번지 ,,몽블랑,분식,198025.926868459,449374.430319908
폐업,3,폐업,2004-12-20,서울특별시 용산구 이태원동 130-3번지 ,,송이분식,분식,199375.16716008,447957.980029766
폐업,3,폐업,2001-03-06,서울특별시 용산구 한남동 683-124번지 ,,열애,분식,199871.494659971,448141.098078411
폐업,3,폐업,2000-10-23,서울특별시 용산구 이태원동 568-0번지 ,,좋은예감,분식,198781.201973463,448386.116713001
영업/정상,1,영업,,서울특별시 용산구 후암동 244-37번지 (지상1층) ,,목로주점,분식,197964.788689622,449686.155181289
폐업,3,폐업,2007-09-10,서울특별시 용산구 한남동 94-2번지 (지상1층) ,,혜성식당,한식,,
폐업,3,폐업,2000-03-02,서울특별시 용산구 한남동 632-5번지 ,,끼니,분식,200454.561529022,447822.573238796
폐업,3,폐업,2000-03-06,서울특별시 용산구 이태원동 267-3번지 ,,하우스홀드,분식,198926.087084364,448545.982559837
폐업,3,폐업,2002-02-19,서울특별시 용산구 이태원동 131-3번지 ,,씨엔엔,분식,199426.149287344,447955.380979937
폐업,3,폐업,2001-05-21,서울특별시 용산구 이태원동 527-0번지 ,,중화분식,분식,198789.204030104,448318.801827668
폐업,3,폐업,2001-09-24,서울특별시 용산구 이태원동 635-0번지 ,,이십세기소주방,분식,198826.885276993,448543.41488663
폐업,3,폐업,2009-03-31,서울특별시 용산구 한남동 639-5번지 (지상1층) ,,시인의마을,분식,200384.762974633,447837.578371535
폐업,3,폐업,2002-12-31,서울특별시 용산구 한남동 644-10번지 ,,수미가,분식,200299.87733922,447889.831561119
폐업,3,폐업,2007-12-26,서울특별시 용산구 한남동 73-1번지 (지상2층) ,,인컨츄리,분식,200648.083568414,447977.815917264
폐업,3,폐업,2005-05-27,서울특별시 용산구 후암동 244-123번지 ,,다호,분식,197973.220783434,449618.151462881
폐업,3,폐업,2002-04-10,서울특별시 용산구 효창동 3-84번지 ,,둘리치킨,분식,196200.039339837,448991.423829385
폐업,3,폐업,2002-08-01,서울특별시 용산구 후암동 418-1번지 ,,처갓집통닭,분식,198285.430608202,449430.578845452
폐업,3,폐업,2005-01-25,서울특별시 용산구 청파동2가 71-127번지 ,,시골분식점,한식,197144.132286796,449154.175917409
폐업,3,폐업,2006-07-31,서울특별시 용산구 이태원동 128-11번지 외3 ,,오사카,한식,,
폐업,3,폐업,2003-10-07,서울특별시 용산구 한남동 739-13번지 ,,부산항,한식,199973.245249028,448337.993925696
폐업,3,폐업,2016-08-30,서울특별시 용산구 이태원동 211-14번지 ,서울특별시 용산구 회나무로 46 (이태원동),씨리어스델리,한식,199210.112109868,448600.563343212
폐업,3,폐업,2009-06-03,서울특별시 용산구 후암동 116-10번지 (지상1층) ,,춘천진미닭갈비,한식,197806.72040948,449697.580936942
폐업,3,폐업,2002-11-27,서울특별시 용산구 이태원동 34-39번지 ,,복초롱,한식,199012.882100705,447916.464264951
폐업,3,폐업,2000-11-18,서울특별시 용산구 이태원동 127-32번지 ,,고바우,한식,199481.486955641,447983.929938208
폐업,3,폐업,2003-04-11,서울특별시 용산구 한남동 657-87번지 ,,원평식당,한식,200463.643383148,447935.836168782
폐업,3,폐업,2010-10-22,서울특별시 용산구 효창동 5-99번지 (지상1층) ,,한우촌,한식,196572.783090374,448674.717487202
폐업,3,폐업,2010-12-14,서울특별시 용산구 한남동 683-1번지 (지상1층) ,,현진이네밥집,한식,200110.560321632,448360.162278121
폐업,3,폐업,2000-12-18,서울특별시 용산구 후암동 164-7번지 ,,별미집,한식,197749.5838284,449395.855082345
폐업,3,폐업,2001-03-22,서울특별시 용산구 한남동 96-1번지 ,,미미,한식,200625.461215228,447738.102982788
폐업,3,폐업,2001-10-24,서울특별시 용산구 이태원동 36-24번지 ,,춘천식당,한식,199192.137627978,447621.574176456
폐업,3,폐업,2010-09-27,서울특별시 용산구 후암동 161-6번지 (지상1층) ,,골목집,한식,197795.623799653,449466.74979221
폐업,3,폐업,2000-03-02,서울특별시 용산구 한남동 657-201번지 ,,느티나무,한식,200477.785288312,448010.408774762
폐업,3,폐업,2004-09-24,서울특별시 용산구 한남동 683-5번지 ,,모텡이,한식,200099.218626678,448331.185684419
폐업,3,폐업,2000-06-29,서울특별시 용산구 청파동1가 154-4번지 ,,장터식당,한식,197305.163214923,449653.403436806
폐업,3,폐업,2006-06-16,서울특별시 용산구 이태원동 72-25번지 ,,청주식당,한식,199303.059286394,447958.160993182
폐업,3,폐업,2000-02-07,서울특별시 용산구 한남동 102-4번지 ,,감람식당,한식,200626.06966197,447667.893784916
폐업,3,폐업,2004-04-19,서울특별시 용산구 이태원동 274-2번지 ,,목포아구찜,한식,198912.797243832,448529.432651605
폐업,3,폐업,2005-07-01,서울특별시 용산구 이태원동 136-24번지 ,,보스톤,한식,199638.76777182,447987.373579072
폐업,3,폐업,2012-04-06,서울특별시 용산구 효창동 3-333 번지 (지상1층) ,,두이식당,한식,,
폐업,3,폐업,2006-07-18,서울특별시 용산구 청파동2가 71-19번지 ,,파코스,한식,197117.183983553,449174.869494029
폐업,3,폐업,2003-03-26,서울특별시 용산구 이태원동 635-0번지 ,,쟈스민,경양식,198826.885276993,448543.41488663
폐업,3,폐업,2003-11-11,서울특별시 용산구 청파동3가 132-59번지 ,,물먹는 하마,한식,196643.980152421,449043.686019674
폐업,3,폐업,2000-06-15,서울특별시 용산구 청파동3가 24-4번지 ,,아스트로,경양식,197321.065710824,449090.401637502
폐업,3,폐업,2000-02-26,서울특별시 용산구 후암동 192-67번지 ,,레스트,경양식,197923.6468206,449296.79977111
폐업,3,폐업,2000-02-26,서울특별시 용산구 한남동 738-14번지 ,,쏠트레인,경양식,199858.316374272,448224.867175065
폐업,3,폐업,2001-10-23,서울특별시 용산구 청파동3가 24-6번지 ,,일공공일,경양식,197316.830472066,449114.837930925
폐업,3,폐업,2004-09-14,서울특별시 용산구 이태원동 123-1번지 ,,펌킨,경양식,199507.217350853,448082.645254373
폐업,3,폐업,2023-02-21,서울특별시 용산구 이태원동 136-45 ,서울특별시 용산구 우사단로 42 (이태원동),포랜레스토랑(FOREIGN RESTAURANT),한식,199557.034319245,447959.847009033
폐업,3,폐업,2005-10-06,서울특별시 용산구 한남동 627번지 ,,미스터차이나한남본점,한식,200468.881253388,447775.795957158
폐업,3,폐업,2006-01-24,서울특별시 용산구 청파동2가 60-8번지 ,,이자가야,경양식,196999.869048393,449223.952135498
폐업,3,폐업,2001-01-31,서울특별시 용산구 청파동2가 104-5번지 ,,뉴워커힐,경양식,197279.681875314,449337.67990583
영업/정상,1,영업,,서울특별시 용산구 한남동 683-42번지 (지상1층) ,서울특별시 용산구 이태원로54길 20 (한남동),장안성,중국식,200009.021862581,448244.193666507
폐업,3,폐업,2013-08-28,서울특별시 용산구 한남동 66-4번지 (지상1.2층) ,,시카고블스,경양식,200584.152964212,448052.386810679
폐업,3,폐업,2004-10-21,서울특별시 용산구 한남동 31-12번지 ,,비엔비,경양식,200773.049341829,448087.451299657
폐업,3,폐업,2006-06-13,서울특별시 용산구 이태원동 127-27번지 ,,뉴애플,경양식,199417.465309676,447987.696245695
폐업,3,폐업,2003-07-23,서울특별시 용산구 후암동 27-11번지 ,,계절그리기,경양식,197925.270979901,449844.435562921
폐업,3,폐업,2001-08-03,서울특별시 용산구 청파동2가 77-0번지 ,,오베론,경양식,197197.458415069,449151.836816185
폐업,3,폐업,2001-01-31,서울특별시 용산구 청파동3가 29-16번지 ,,아인커피숍,한식,197220.032977347,449098.736049696
폐업,3,폐업,2003-07-04,서울특별시 용산구 후암동 192-53번지 ,,칼라,경양식,197875.699929536,449368.042286211
폐업,3,폐업,2013-08-28,서울특별시 용산구 이태원동 126-16번지 (지상4층) ,,비엔비,정종/대포집/소주방,199563.353057515,447985.100399024
폐업,3,폐업,2009-08-13,서울특별시 용산구 한남동 639-18번지 (지하1층) ,,민속주점(토담골),분식,200371.061685442,447852.097454773
폐업,3,폐업,2005-12-20,서울특별시 용산구 이태원동 123-26번지 ,,우드스탁,분식,199512.961015023,448062.701449536
폐업,3,폐업,2000-04-29,서울특별시 용산구 한남동 634-14번지 ,,베르사체,분식,200485.165565347,447919.13100893
폐업,3,폐업,2001-03-30,서울특별시 용산구 후암동 55-14번지 ,,치킨하우스,분식,198102.997265133,449702.75848897
폐업,3,폐업,2001-03-26,서울특별시 용산구 한남동 642-15번지 ,,마리,경양식,200405.078164751,447785.598172611
폐업,3,폐업,2009-06-03,서울특별시 용산구 청파동3가 24-4번지 (지상1층) ,,페리카나치킨숙대점,분식,197321.065710824,449090.401637502
폐업,3,폐업,2001-03-08,서울특별시 용산구 이태원동 257-1번지 ,,고바우분식,한식,199332.643032172,448755.563131735
폐업,3,폐업,2001-04-11,서울특별시 용산구 이태원동 130-10번지 ,,세상사는이야기,분식,199362.888351836,447932.394798094
폐업,3,폐업,2000-02-26,서울특별시 용산구 한남동 757-20번지 ,,소풍,분식,199910.813401117,447771.114074553
폐업,3,폐업,2005-01-10,서울특별시 용산구 후암동 399-1번지 ,,치킨나라,분식,198404.385820261,449618.074128136
폐업,3,폐업,2008-05-01,서울특별시 용산구 이태원동 124-6번지 (지상1층) ,,한미바베큐,분식,199540.580295258,448085.228014094
폐업,3,폐업,2005-09-28,서울특별시 용산구 청파동3가 21-1번지 ,,퀘사디아,분식,197272.553808311,449187.214302669
폐업,3,폐업,2000-02-22,서울특별시 용산구 이태원동 128-11번지 ,,맛자랑,분식,,
폐업,3,폐업,2005-03-07,서울특별시 용산구 이태원동 118-4번지 ,,레인보우,분식,199210.351163713,448112.575172088
폐업,3,폐업,2002-11-21,서울특별시 용산구 청파동2가 64-15번지 ,,김밥아카데미,분식,196927.722413604,449183.568341658
폐업,3,폐업,2001-03-22,서울특별시 용산구 한남동 621-1번지 ,,솔리드,분식,200456.643966608,447739.382008548
폐업,3,폐업,2002-03-26,서울특별시 용산구 효창동 23-2번지 ,,하이트그린하우스,분식,,
폐업,3,폐업,2001-12-26,서울특별시 용산구 청파동1가 154-6번지 ,,작은세상,분식,197298.296130359,449643.12513189
폐업,3,폐업,2008-09-04,서울특별시 용산구 한남동 736-8번지 (지상2층) ,,내외,분식,199766.158165623,448048.145770696
폐업,3,폐업,2002-07-15,서울특별시 용산구 이태원동 96-50번지 ,,뉴욕호프,분식,199451.460679902,447706.806374102
폐업,3,폐업,2006-11-02,서울특별시 용산구 이태원동 123-7번지 ,,카사블랑카,분식,199449.411560173,448076.282934
폐업,3,폐업,2000-02-21,서울특별시 용산구 한남동 736-21번지 ,,태룡주점,분식,199700.804981653,448031.334951062
폐업,3,폐업,2013-06-11,서울특별시 용산구 한남동 542-3번지 (지상2층) ,,다마야,분식,,
폐업,3,폐업,2001-03-08,서울특별시 용산구 이태원동 5-12번지 ,,전망좋은방,한식,199419.719834351,448687.706392835
폐업,3,폐업,2000-07-14,서울특별시 용산구 이태원동 255-30번지 ,,아름분식,분식,199102.657257751,448749.865788752
폐업,3,폐업,2002-04-04,서울특별시 용산구 이태원동 278-8번지 ,,바이타임,분식,198962.446976991,448557.601331173
폐업,3,폐업,2002-08-21,서울특별시 용산구 이태원동 136-24번지 ,,킴스하우스,분식,199638.76777182,447987.373579072
폐업,3,폐업,2007-06-04,서울특별시 용산구 청파동2가 113-0번지 (지상1층) ,,죽향,일식,197274.268619106,449389.856161039
폐업,3,폐업,2009-11-04,서울특별시 용산구 한남동 109-2번지 (지상2층) ,,전주식당,한식,200502.553194279,447639.207645326
폐업,3,폐업,2002-01-15,서울특별시 용산구 한남동 653-25번지 ,,양반댁,한식,200114.118368338,447908.688152157
폐업,3,폐업,2000-02-26,서울특별시 용산구 후암동 418-36번지 ,,디미방탕수육치킨전문점,한식,198250.89525422,449401.709088175
폐업,3,폐업,2010-04-13,서울특별시 용산구 한남동 657-117번지 (지상1층) ,,모모랑,한식,200233.20924113,447934.532698749
폐업,3,폐업,2000-02-26,서울특별시 용산구 후암동 415-39번지 ,,암돼지생구이집,한식,198320.426655196,449348.626937724
폐업,3,폐업,2000-02-26,서울특별시 용산구 한남동 683-134번지 ,,산막골,한식,199926.386564649,448189.178662807
폐업,3,폐업,2003-07-22,서울특별시 용산구 이태원동 96-90번지 ,,형제식당,한식,199409.789683351,447702.017613101
폐업,3,폐업,2001-03-22,서울특별시 용산구 한남동 633-3번지 지상1층 ,,소문난돼지갈비,한식,200455.14401596,447866.831310941
폐업,3,폐업,2001-09-17,서울특별시 용산구 한남동 657-41번지 ,,한남설렁탕,한식,200147.659027352,447943.262696608
폐업,3,폐업,2003-10-23,서울특별시 용산구 한남동 631-16번지 ,,장원,한식,200443.237378959,447794.384410906
폐업,3,폐업,2013-06-11,서울특별시 용산구 한남동 657-189번지 ,,소가네남원추어탕,한식,200423.058034067,447966.242719659
폐업,3,폐업,2007-08-13,서울특별시 용산구 한남동 68-16번지 (지상1층) ,,영포낙지실비집,한식,200721.563692517,448084.729650266
폐업,3,폐업,2006-02-23,서울특별시 용산구 이태원동 126-6번지 ,,흔들목마,한식,199623.655032272,448008.633696943
폐업,3,폐업,2004-07-26,서울특별시 용산구 이태원동 126-6번지 ,,해피캐틀하우스,한식,199623.655032272,448008.633696943
폐업,3,폐업,2004-04-08,서울특별시 용산구 이태원동 123-33번지 ,,허리우드크럽,한식,199488.880193156,448055.921359796
폐업,3,폐업,2001-03-08,서울특별시 용산구 이태원동 34-74번지 ,,농장갈비,한식,199074.930557118,447935.846079077
폐업,3,폐업,2002-11-29,서울특별시 용산구 이태원동 119-8번지 (1층) ,,구서방숯불갈비,한식,199319.57599111,448067.251398986
폐업,3,폐업,2005-08-26,서울특별시 용산구 후암동 343-3번지 ,,회림식당,한식,198346.770014752,449727.278867916
폐업,3,폐업,2000-06-10,서울특별시 용산구 한남동 512-1번지 ,,태왕돼지갈비집,한식,200626.930174704,447536.724644451
폐업,3,폐업,2000-03-02,서울특별시 용산구 한남동 520-4번지 ,,나루터식당,한식,200614.29821692,447590.999801713
폐업,3,폐업,2004-07-29,서울특별시 용산구 후암동 23-1번지 ,,후암김밥촌,한식,197919.412906098,449863.318295997
폐업,3,폐업,2001-04-18,서울특별시 용산구 한남동 60-19번지 ,,박가네식당,한식,,
폐업,3,폐업,2001-03-22,서울특별시 용산구 한남동 632-1번지 ,,다미,한식,200434.140217683,447849.958237057
폐업,3,폐업,2000-03-02,서울특별시 용산구 한남동 737-61번지 ,,몽,한식,199716.152637635,448084.378199504
폐업,3,폐업,2006-01-09,서울특별시 용산구 후암동 444-1번지 ,,장우식당,한식,197878.109022991,450257.604450417
폐업,3,폐업,2008-02-12,서울특별시 용산구 한남동 79-3번지 (지상2층) ,,랜,호프/통닭,200502.179579742,447861.95859763
폐업,3,폐업,2005-12-08,서울특별시 용산구 한남동 683-42번지 ,,풍년식당,한식,200009.021862581,448244.193666507
폐업,3,폐업,2002-12-27,서울특별시 용산구 이태원동 124-6번지 (1층) ,,춘천집,한식,199540.580295258,448085.228014094
폐업,3,폐업,2001-12-17,서울특별시 용산구 한남동 736-15번지 ,,톰스,한식,199794.610903068,448065.768757552
폐업,3,폐업,2005-01-05,서울특별시 용산구 이태원동 180-19번지 지상1층2호 ,,진용이네왕족발,한식,199382.579022045,447844.527165365
폐업,3,폐업,2000-03-23,서울특별시 용산구 이태원동 132-1번지 ,,아카사카,경양식,199526.695641059,447959.162554589
폐업,3,폐업,2002-12-05,서울특별시 용산구 이태원동 128-13번지 ,,판쵸스,경양식,199306.456786278,447996.204426519
폐업,3,폐업,2001-03-08,서울특별시 용산구 이태원동 58-8번지 ,,빨간문,한식,199096.194040649,447978.994976547
폐업,3,폐업,2001-02-08,서울특별시 용산구 한남동 683-140번지 ,,에코,한식,200017.069114068,448304.992524074
폐업,3,폐업,2000-11-09,서울특별시 용산구 청파동2가 90-2번지 ,,쟈뎅,경양식,197305.210522151,449204.962843219
폐업,3,폐업,2012-10-19,서울특별시 용산구 청파동3가 26-14번지 (지상2층) ,,블루투,경양식,197270.471345418,449109.369155823
폐업,3,폐업,2002-01-25,서울특별시 용산구 한남동 621-3번지 ,,채플린,경양식,200466.457005288,447721.348729326
폐업,3,폐업,2010-08-13,서울특별시 용산구 한남동 657-115번지 (지상1.2층) ,,팝필라팝,경양식,200436.890472148,447964.841248826
폐업,3,폐업,2004-09-21,서울특별시 용산구 청파동2가 64-3번지 ,,라벤더,경양식,196964.661735246,449200.156825299
폐업,3,폐업,2002-09-30,서울특별시 용산구 청파동3가 114-8번지 ,,하야로비,경양식,197012.059114175,449110.010376044
폐업,3,폐업,2010-03-15,서울특별시 용산구 한남동 737-4번지 (지상1층) ,,호중천,경양식,199826.53279484,448157.316168152
폐업,3,폐업,2000-02-21,서울특별시 용산구 한남동 737-23번지 ,,스파이더,경양식,199785.378293266,448149.82760391
폐업,3,폐업,2004-09-02,서울특별시 용산구 한남동 765-27번지 B동1층 ,,동보성,중국식,200025.517965034,447711.467345876
폐업,3,폐업,2003-04-19,서울특별시 용산구 이태원동 225-112번지 ,,이태원해장국,한식,199011.107879895,448614.421449292
폐업,3,폐업,2000-02-24,서울특별시 용산구 청파동2가 60-19번지 ,,붕어빵아저씨네감자탕,한식,196975.096388776,449200.820827861
폐업,3,폐업,2002-12-09,서울특별시 용산구 이태원동 72-31번지 ,,미니스트리서울,분식,199281.491305294,447969.786947163
폐업,3,폐업,2009-02-09,서울특별시 용산구 한남동 632-9번지 (지상1층) ,,블랙엔화이트,분식,200429.784964823,447828.435837636
폐업,3,폐업,2000-05-29,서울특별시 용산구 이태원동 22-2번지 ,,델리마이스터,분식,199471.30974998,447522.747030786
폐업,3,폐업,2005-08-17,서울특별시 용산구 후암동 415-54번지 ,,빵카빵카,분식,198347.613728729,449350.578045775
폐업,3,폐업,2004-07-12,서울특별시 용산구 이태원동 278-8번지 ,,샛별김밥,분식,198962.446976991,448557.601331173
폐업,3,폐업,2000-02-03,서울특별시 용산구 청파동2가 71-19번지 ,,한계령,분식,197117.183983553,449174.869494029
폐업,3,폐업,2006-01-23,서울특별시 용산구 이태원동 168-9번지 ,,치얼스,분식,199192.609220612,448037.647264242
폐업,3,폐업,2013-08-28,서울특별시 용산구 청파동3가 29-14번지 (지하1층) ,,오비라운지,분식,197231.028951482,449114.142891412
폐업,3,폐업,2009-07-16,서울특별시 용산구 청파동1가 200-0번지 (지상1층) ,,왕서방,중국식,196740.108815734,449700.926976316
폐업,3,폐업,2000-08-03,서울특별시 용산구 이태원동 126-16번지 ,,빠삐욘,분식,199563.353057515,447985.100399024
폐업,3,폐업,2006-04-20,서울특별시 용산구 청파동3가 24-55번지 ,,스타킹,분식,197176.5766232,449127.08030464
폐업,3,폐업,2000-02-22,서울특별시 용산구 이태원동 127-13번지 ,,소주나라,분식,199432.697923674,447981.941090987
폐업,3,폐업,2000-02-22,서울특별시 용산구 이태원동 96-38번지 ,,블루보이스,분식,199460.249602903,447709.370538704
폐업,3,폐업,2002-10-11,서울특별시 용산구 이태원동 126-31번지 ,,소주집,분식,199639.217635905,448009.570901419
폐업,3,폐업,2011-04-29,서울특별시 용산구 이태원동 274-2번지 (지상1층) ,,먹거리마당,분식,198912.797243832,448529.432651605
폐업,3,폐업,2009-05-11,서울특별시 용산구 이태원동 224-1번지 (지상1층) ,,한솥,한식,198966.553915361,448534.965610134
폐업,3,폐업,2001-03-08,서울특별시 용산구 이태원동 529번지 ,,황소마을,한식,198789.278370465,448292.718645889
폐업,3,폐업,2002-03-20,서울특별시 용산구 한남동 261-6번지 ,,한솥,분식,200648.866223783,447953.839063087
폐업,3,폐업,2001-01-31,서울특별시 용산구 이태원동 136-6번지 ,,프리티키티,분식,199572.328141954,447962.089124645
폐업,3,폐업,2000-05-31,서울특별시 용산구 이태원동 118-7번지 ,,우리집식당,분식,199196.127055172,448102.38921041
폐업,3,폐업,2012-11-16,서울특별시 용산구 이태원동 130-4번지 (지상2층) ,,베스트치킨호프,분식,199361.707433314,447953.663624727
폐업,3,폐업,2011-09-01,서울특별시 용산구 한남동 273-3번지 (지상2층) ,,퍼핀,분식,200751.839771325,447965.93957677
폐업,3,폐업,2002-03-22,서울특별시 용산구 이태원동 123-33번지 ,,해마로파파이스이태원점,분식,199488.880193156,448055.921359796
폐업,3,폐업,2002-02-22,서울특별시 용산구 한남동 657-92번지 ,,사카,분식,200450.248711933,447904.102796168
폐업,3,폐업,2003-10-14,서울특별시 용산구 이태원동 119-7번지 ,,제이알,분식,199331.943962382,448070.216214088
폐업,3,폐업,2001-03-22,서울특별시 용산구 한남동 684-12번지 ,,치킨프라자,분식,199981.484074114,448113.382168483
폐업,3,폐업,2001-06-13,서울특별시 용산구 후암동 257-12번지 ,,만수무강,분식,198114.024379439,449326.877477426
폐업,3,폐업,2001-01-31,서울특별시 용산구 청파동3가 109-26번지 ,,우리밀칼국수,한식,197079.165172444,449139.949003266
폐업,3,폐업,2001-04-04,서울특별시 용산구 이태원동 210-16번지 ,,힐,한식,199287.880209979,448636.222429404
폐업,3,폐업,2002-05-18,서울특별시 용산구 한남동 110-1번지 ,,한남웨딩부페프라자,뷔페식,200562.054329169,447604.291099445
폐업,3,폐업,2001-04-06,서울특별시 용산구 한남동 657-98번지 ,,요,일식,200458.438697132,447958.481115135
폐업,3,폐업,2000-09-01,서울특별시 용산구 청파동3가 132-18번지 ,,일번지회센타,한식,196637.624257694,448947.880523761
폐업,3,폐업,2005-06-07,서울특별시 용산구 한남동 683-137번지 ,,어부가,한식,200051.482987952,448360.483775726
폐업,3,폐업,2007-02-01,서울특별시 용산구 한남동 641-3번지 (지상1층) ,,호호반점,중국식,200414.524000972,447873.478175475
폐업,3,폐업,2001-06-29,서울특별시 용산구 한남동 790-8번지 ,,사랑정식,한식,200183.333236375,448995.152359892
폐업,3,폐업,2005-12-19,서울특별시 용산구 한남동 644-10번지 ,,굳,한식,200299.87733922,447889.831561119
폐업,3,폐업,2005-11-17,서울특별시 용산구 한남동 29-14번지 ,,신아리산,한식,200743.543180415,448009.323339877
폐업,3,폐업,2000-04-06,서울특별시 용산구 청파동3가 78-20번지 ,,효창갈매기목살,한식,,
폐업,3,폐업,2007-12-10,서울특별시 용산구 이태원동 226-7번지 (지하1층) ,,도레미쉼터,한식,199165.360853386,448621.237751287
폐업,3,폐업,2002-06-01,서울특별시 용산구 이태원동 137-4번지 ,,소호,한식,199592.447319173,447918.908251901
폐업,3,폐업,2000-03-13,서울특별시 용산구 한남동 657-108번지 ,,늘푸른,한식,200402.842630214,447996.437615984
폐업,3,폐업,2013-06-11,서울특별시 용산구 청파동3가 12-13번지 (지상1층) ,,참숯골,한식,197361.201267216,449037.757917722
폐업,3,폐업,2006-09-14,서울특별시 용산구 이태원동 137-56번지 ,,인디안조스,한식,199549.746324061,447884.840706788
폐업,3,폐업,2001-12-29,서울특별시 용산구 청파동2가 111-3번지 ,,백제식당,한식,197236.376402435,449392.993109989
폐업,3,폐업,2008-01-23,서울특별시 용산구 이태원동 137-26번지 (지상1층) ,,할매야식,한식,199637.031612569,447922.519432516
